draw,scenario,geo,metric,mean_2024_2030,value_2030,base_mean,base_2030,delta_mean_pct,delta_2030_pct
0,SC11,Tehran,STOCK::population_city,10229178.05658103,10602213.833613647,10225573.925676277,10593079.987233248,0.0352462456479126,0.0862246522390808
0,SC11,Tehran,STOCK::private_cars_total,4192415.099736402,4343924.107633086,4192415.099736402,4343924.107633086,0.0,0.0
0,SC11,Tehran,STOCK::taxis_total,78784.0,78784.0,78784.0,78784.0,0.0,0.0
0,SC11,Tehran,STOCK::metro_cars_total,1182.2600000000002,1184.36,1181.0,1181.0,0.1066892464013732,0.2845046570702709
0,SC11,Tehran,STOCK::brts_total,963.0217687074846,999.0376190476236,942.0,942.0,2.231610266187328,6.054948943484458
0,SC11,Tehran,STOCK::buses_total,2107.78877551022,2206.368571428616,2047.0,2047.0,2.969651954578415,7.785470025823924
0,SC11,Tehran,STOCK::motorcycles_total,325417.6086656498,337177.8227351354,325417.6086656498,337177.8227351354,0.0,0.0
0,SC11,Tehran,STOCK::transport_financial_balance_IRR,-4828646118782835.0,-1.0150213389501856e+16,-4136112326239984.0,-8193812127383878.0,-16.743592482953982,-23.87656968091381
0,SC5,Region 12,CO₂ emissions,218903.8549801188,221890.97333575948,220612.6089674279,224348.4721917896,-0.7745495578457048,-1.0953936222615603
0,SC5,Region 12,Congestion index,1.1931104986289716,1.1987721131904716,1.243978476102981,1.2728949680805757,-4.089136464270984,-5.8231713337570525
0,SC5,Region 12,Electricity use,87078820.92050219,90217678.25098306,81682812.30736423,84582559.45306545,6.606051457720777,6.662270371523235
0,SC5,Region 12,Final energy,2927994919.813411,2959525924.742152,2981246241.5148897,3025393496.506492,-1.786210107703796,-2.1771571810542687
0,SC5,Region 12,Health indicator,376230839737938.06,380653363036919.0,384302022550388.8,392221230776026.06,-2.100218666268527,-2.9493221762166097
