year,area,scenario,mode,value,series
2013,Tehran,s11,motorcycle,0.0586057833129239,sim
2014,Tehran,s11,motorcycle,0.04589568366527,sim
2015,Tehran,s11,motorcycle,0.0649776339944612,sim
2016,Tehran,s11,motorcycle,0.0673716405780594,sim
2017,Tehran,s11,motorcycle,0.066843040311698,sim
2018,Tehran,s11,motorcycle,0.0712348795885825,sim
2019,Tehran,s11,motorcycle,0.0787060057447605,sim
2020,Tehran,s11,motorcycle,0.0711396142566683,sim
2021,Tehran,s11,motorcycle,0.0711036440014167,sim
2022,Tehran,s11,motorcycle,0.073840223923916,sim
2023,Tehran,s11,motorcycle,0.0747759687485122,sim
2024,Tehran,s11,motorcycle,0.0820378602124363,sim
2025,Tehran,s11,motorcycle,0.0774258805936639,sim
2026,Tehran,s11,motorcycle,0.0785427217302121,sim
2027,Tehran,s11,motorcycle,0.0779556309141938,sim
2028,Tehran,s11,motorcycle,0.0789388410100161,sim
2029,Tehran,s11,motorcycle,0.079320189171493,sim
2030,Tehran,s11,motorcycle,0.0799537080279212,sim
2012,Tehran,s2,motorcycle,0.060717663,sim
2013,Tehran,s2,motorcycle,0.0586057833129239,sim
2014,Tehran,s2,motorcycle,0.04589568366527,sim
2015,Tehran,s2,motorcycle,0.0649776339944612,sim
2016,Tehran,s2,motorcycle,0.0673716405780594,sim
2017,Tehran,s2,motorcycle,0.066843040311698,sim
2018,Tehran,s2,motorcycle,0.0712348795885825,sim
2019,Tehran,s2,motorcycle,0.0787060057447605,sim
2020,Tehran,s2,motorcycle,0.0711396142566683,sim
2021,Tehran,s2,motorcycle,0.0711036440014167,sim
2022,Tehran,s2,motorcycle,0.073840223923916,sim
2023,Tehran,s2,motorcycle,0.0747759687485122,sim
2024,Tehran,s2,motorcycle,0.0832053387487339,sim
2025,Tehran,s2,motorcycle,0.0811479475568975,sim
2026,Tehran,s2,motorcycle,0.0830391510599621,sim
2027,Tehran,s2,motorcycle,0.0825198587218374,sim
2028,Tehran,s2,motorcycle,0.0840932421844925,sim
2029,Tehran,s2,motorcycle,0.0848135198925442,sim
2030,Tehran,s2,motorcycle,0.0852002096185581,sim
2012,Tehran,s3,motorcycle,0.060717663,sim
2013,Tehran,s3,motorcycle,0.0586057833129239,sim
2014,Tehran,s3,motorcycle,0.04589568366527,sim
2015,Tehran,s3,motorcycle,0.0649776339944612,sim
2016,Tehran,s3,motorcycle,0.0673716405780594,sim
2017,Tehran,s3,motorcycle,0.066843040311698,sim
2018,Tehran,s3,motorcycle,0.0712348795885825,sim
2019,Tehran,s3,motorcycle,0.0787060057447605,sim
2020,Tehran,s3,motorcycle,0.0711396142566683,sim
2021,Tehran,s3,motorcycle,0.0711036440014167,sim
2022,Tehran,s3,motorcycle,0.073840223923916,sim
2023,Tehran,s3,motorcycle,0.0747759687485122,sim
2024,Tehran,s3,motorcycle,0.0832053387487339,sim
2025,Tehran,s3,motorcycle,0.0811479475568975,sim
2026,Tehran,s3,motorcycle,0.0812389079664345,sim
2027,Tehran,s3,motorcycle,0.0807819588597253,sim
2028,Tehran,s3,motorcycle,0.0812120699057729,sim
2029,Tehran,s3,motorcycle,0.0812244601276086,sim
2030,Tehran,s3,motorcycle,0.0816356718662448,sim
2012,Tehran,s4,motorcycle,0.060717663,sim
2013,Tehran,s4,motorcycle,0.0586057833129239,sim
2014,Tehran,s4,motorcycle,0.04589568366527,sim
2015,Tehran,s4,motorcycle,0.0649776339944612,sim
2016,Tehran,s4,motorcycle,0.0673716405780594,sim
2017,Tehran,s4,motorcycle,0.066843040311698,sim
2018,Tehran,s4,motorcycle,0.0712348795885825,sim
2019,Tehran,s4,motorcycle,0.0787060057447605,sim
2020,Tehran,s4,motorcycle,0.0711396142566683,sim
2021,Tehran,s4,motorcycle,0.0711036440014167,sim
2022,Tehran,s4,motorcycle,0.073840223923916,sim
2023,Tehran,s4,motorcycle,0.0747759687485122,sim
2024,Tehran,s4,motorcycle,0.0821511182253069,sim
2025,Tehran,s4,motorcycle,0.0800630559533219,sim
2026,Tehran,s4,motorcycle,0.079917751803754,sim
2027,Tehran,s4,motorcycle,0.079488296390528,sim
2028,Tehran,s4,motorcycle,0.0797254344530419,sim
2029,Tehran,s4,motorcycle,0.0797351579015124,sim
2030,Tehran,s4,motorcycle,0.0797632146975632,sim
2012,Tehran,s5,motorcycle,0.060717663,sim
2013,Tehran,s5,motorcycle,0.0586057833129239,sim
2014,Tehran,s5,motorcycle,0.04589568366527,sim
2015,Tehran,s5,motorcycle,0.0649776339944612,sim
2016,Tehran,s5,motorcycle,0.0673716405780594,sim
2017,Tehran,s5,motorcycle,0.066843040311698,sim
2018,Tehran,s5,motorcycle,0.0712348795885825,sim
2019,Tehran,s5,motorcycle,0.0787060057447605,sim
2020,Tehran,s5,motorcycle,0.0711396142566683,sim
2021,Tehran,s5,motorcycle,0.0711036440014167,sim
2022,Tehran,s5,motorcycle,0.073840223923916,sim
2023,Tehran,s5,motorcycle,0.0747759687485122,sim
2024,Tehran,s5,motorcycle,0.0821626438709446,sim
2025,Tehran,s5,motorcycle,0.0776127272913148,sim
2026,Tehran,s5,motorcycle,0.0773603595515886,sim
2027,Tehran,s5,motorcycle,0.0768826760063891,sim
2028,Tehran,s5,motorcycle,0.0768107017356495,sim
2029,Tehran,s5,motorcycle,0.0767970584162103,sim
2030,Tehran,s5,motorcycle,0.0768841879411524,sim
2012,Tehran,s6,motorcycle,0.060717663,sim
2013,Tehran,s6,motorcycle,0.0586057833129239,sim
2014,Tehran,s6,motorcycle,0.04589568366527,sim
2015,Tehran,s6,motorcycle,0.0649776339944612,sim
2016,Tehran,s6,motorcycle,0.0673716405780594,sim
2017,Tehran,s6,motorcycle,0.066843040311698,sim
2018,Tehran,s6,motorcycle,0.0712348795885825,sim
2019,Tehran,s6,motorcycle,0.0787060057447605,sim
2020,Tehran,s6,motorcycle,0.0711396142566683,sim
2021,Tehran,s6,motorcycle,0.0711036440014167,sim
2022,Tehran,s6,motorcycle,0.073840223923916,sim
2023,Tehran,s6,motorcycle,0.0747759687485122,sim
2024,Tehran,s6,motorcycle,0.0829844038123567,sim
2025,Tehran,s6,motorcycle,0.0781392465866041,sim
2026,Tehran,s6,motorcycle,0.0780009065520098,sim
2027,Tehran,s6,motorcycle,0.0775823136366797,sim
2028,Tehran,s6,motorcycle,0.0776177927704942,sim
2029,Tehran,s6,motorcycle,0.0776456253694974,sim
2030,Tehran,s6,motorcycle,0.0777471168318726,sim
2012,Tehran,s7,motorcycle,0.060717663,sim
2013,Tehran,s7,motorcycle,0.0586057833129239,sim
2014,Tehran,s7,motorcycle,0.04589568366527,sim
2015,Tehran,s7,motorcycle,0.0649776339944612,sim
2016,Tehran,s7,motorcycle,0.0673716405780594,sim
2017,Tehran,s7,motorcycle,0.066843040311698,sim
2018,Tehran,s7,motorcycle,0.0712348795885825,sim
2019,Tehran,s7,motorcycle,0.0787060057447605,sim
2020,Tehran,s7,motorcycle,0.0711396142566683,sim
2021,Tehran,s7,motorcycle,0.0711036440014167,sim
2022,Tehran,s7,motorcycle,0.073840223923916,sim
2023,Tehran,s7,motorcycle,0.0747759687485122,sim
2024,Tehran,s7,motorcycle,0.0832053387487339,sim
2025,Tehran,s7,motorcycle,0.0811479475568975,sim
2026,Tehran,s7,motorcycle,0.080952626548263,sim
2027,Tehran,s7,motorcycle,0.0804959668846338,sim
2028,Tehran,s7,motorcycle,0.0806005272849561,sim
2029,Tehran,s7,motorcycle,0.0806133318260416,sim
2030,Tehran,s7,motorcycle,0.0806529024400252,sim
2012,Tehran,s8,motorcycle,0.060717663,sim
2013,Tehran,s8,motorcycle,0.0586057833129239,sim
2014,Tehran,s8,motorcycle,0.04589568366527,sim
2015,Tehran,s8,motorcycle,0.0649776339944612,sim
2016,Tehran,s8,motorcycle,0.0673716405780594,sim
2017,Tehran,s8,motorcycle,0.066843040311698,sim
2018,Tehran,s8,motorcycle,0.0712348795885825,sim
2019,Tehran,s8,motorcycle,0.0787060057447605,sim
2020,Tehran,s8,motorcycle,0.0711396142566683,sim
2021,Tehran,s8,motorcycle,0.0711036440014167,sim
2022,Tehran,s8,motorcycle,0.073840223923916,sim
2023,Tehran,s8,motorcycle,0.0747759687485122,sim
2024,Tehran,s8,motorcycle,0.0819110614623857,sim
2025,Tehran,s8,motorcycle,0.0768621387815409,sim
2026,Tehran,s8,motorcycle,0.0769219917914264,sim
2027,Tehran,s8,motorcycle,0.0765345290427121,sim
2028,Tehran,s8,motorcycle,0.0768859435997274,sim
2029,Tehran,s8,motorcycle,0.0769107369316574,sim
2030,Tehran,s8,motorcycle,0.0771382859841989,sim
2012,Tehran,s9,motorcycle,0.060717663,sim
2013,Tehran,s9,motorcycle,0.0586057833129239,sim
2014,Tehran,s9,motorcycle,0.04589568366527,sim
2015,Tehran,s9,motorcycle,0.0649776339944612,sim
2016,Tehran,s9,motorcycle,0.0673716405780594,sim
2017,Tehran,s9,motorcycle,0.066843040311698,sim
2018,Tehran,s9,motorcycle,0.0712348795885825,sim
2019,Tehran,s9,motorcycle,0.0787060057447605,sim
2020,Tehran,s9,motorcycle,0.0711396142566683,sim
2021,Tehran,s9,motorcycle,0.0711036440014167,sim
2022,Tehran,s9,motorcycle,0.073840223923916,sim
2023,Tehran,s9,motorcycle,0.0747759687485122,sim
2024,Tehran,s9,motorcycle,0.0816123929830698,sim
2025,Tehran,s9,motorcycle,0.0769521550098266,sim
2026,Tehran,s9,motorcycle,0.0786645763666433,sim
2027,Tehran,s9,motorcycle,0.0781377362962785,sim
2028,Tehran,s9,motorcycle,0.0796176059923706,sim
2029,Tehran,s9,motorcycle,0.0802154681126318,sim
2030,Tehran,s9,motorcycle,0.0806028779206864,sim
2012,Tehran,obs,other,0.0474294529999999,obs
2013,Tehran,obs,other,0.045959269,obs
2014,Tehran,obs,other,0.045198584,obs
2015,Tehran,obs,other,0.047333433,obs
2016,Tehran,obs,other,0.049043062,obs
2017,Tehran,obs,other,0.049512826,obs
2018,Tehran,obs,other,0.048424825,obs
2019,Tehran,obs,other,0.048283422,obs
2020,Tehran,obs,other,0.032128916,obs
2021,Tehran,obs,other,0.0324525259999999,obs
2022,Tehran,obs,other,0.032843038,obs
2023,Tehran,obs,other,0.034434152,obs
2012,Tehran,s0,other,0.0474294529999999,sim
2013,Tehran,s0,other,0.0451473916842857,sim
2014,Tehran,s0,other,0.0433239619062993,sim
2015,Tehran,s0,other,0.043856716321542,sim
2016,Tehran,s0,other,0.0444003731384054,sim
2017,Tehran,s0,other,0.0451841584153564,sim
2018,Tehran,s0,other,0.0435332149628158,sim
2019,Tehran,s0,other,0.0400669524671372,sim
2020,Tehran,s0,other,0.0322698810240834,sim
2021,Tehran,s0,other,0.0324541895465672,sim
2022,Tehran,s0,other,0.0328685282498775,sim
2023,Tehran,s0,other,0.0342350753979552,sim
2024,Tehran,s0,other,0.0320544678691583,sim
2025,Tehran,s0,other,0.0343127839654354,sim
2026,Tehran,s0,other,0.0319507038770566,sim
2027,Tehran,s0,other,0.0319842109204384,sim
2028,Tehran,s0,other,0.0320673378189492,sim
2029,Tehran,s0,other,0.0321364524039813,sim
2030,Tehran,s0,other,0.0320121106906471,sim
2012,Tehran,s1,other,0.0474294529999999,sim
2013,Tehran,s1,other,0.0451473916842857,sim
2014,Tehran,s1,other,0.0433239619062993,sim
2015,Tehran,s1,other,0.043856716321542,sim
2016,Tehran,s1,other,0.0444003731384054,sim
2017,Tehran,s1,other,0.0451841584153564,sim
2018,Tehran,s1,other,0.0435332149628158,sim
2019,Tehran,s1,other,0.0400669524671372,sim
2020,Tehran,s1,other,0.0322698810240834,sim
2021,Tehran,s1,other,0.0324541895465672,sim
2022,Tehran,s1,other,0.0328685282498775,sim
2023,Tehran,s1,other,0.0342350753979552,sim
2024,Tehran,s1,other,0.0320544678691583,sim
2025,Tehran,s1,other,0.0343127839654354,sim
2026,Tehran,s1,other,0.0322436971033837,sim
2027,Tehran,s1,other,0.0344025733134239,sim
2028,Tehran,s1,other,0.032560226876738,sim
2029,Tehran,s1,other,0.0326299609935313,sim
2030,Tehran,s1,other,0.0326498530625322,sim
2012,Tehran,s10,other,0.0474294529999999,sim
2013,Tehran,s10,other,0.0451473916842857,sim
2014,Tehran,s10,other,0.0433239619062993,sim
2015,Tehran,s10,other,0.043856716321542,sim
2016,Tehran,s10,other,0.0444003731384054,sim
2017,Tehran,s10,other,0.0451841584153564,sim
2018,Tehran,s10,other,0.0435332149628158,sim
2019,Tehran,s10,other,0.0400669524671372,sim
2020,Tehran,s10,other,0.0322698810240834,sim
2021,Tehran,s10,other,0.0324541895465672,sim
2022,Tehran,s10,other,0.0328685282498775,sim
2023,Tehran,s10,other,0.0342350753979552,sim
2024,Tehran,s10,other,0.0312315791537987,sim
2025,Tehran,s10,other,0.0350418825369457,sim
2026,Tehran,s10,other,0.0348112408595203,sim
2027,Tehran,s10,other,0.0347943254354725,sim
2028,Tehran,s10,other,0.0350020103860822,sim
2029,Tehran,s10,other,0.0350126925182466,sim
2030,Tehran,s10,other,0.0349882324390006,sim
2012,Tehran,s11,other,0.0474294529999999,sim
2013,Tehran,s11,other,0.0451473916842857,sim
2014,Tehran,s11,other,0.0433239619062993,sim
2015,Tehran,s11,other,0.043856716321542,sim
2016,Tehran,s11,other,0.0444003731384054,sim
2017,Tehran,s11,other,0.0451841584153564,sim
2018,Tehran,s11,other,0.0435332149628158,sim
2019,Tehran,s11,other,0.0400669524671372,sim
2020,Tehran,s11,other,0.0322698810240834,sim
2021,Tehran,s11,other,0.0324541895465672,sim
2022,Tehran,s11,other,0.0328685282498775,sim
2023,Tehran,s11,other,0.0342350753979552,sim
2024,Tehran,s11,other,0.0316133802512893,sim
2025,Tehran,s11,other,0.0355716136224648,sim
2026,Tehran,s11,other,0.0360974723834355,sim
2027,Tehran,s11,other,0.0361726371495381,sim
2028,Tehran,s11,other,0.0367363156669405,sim
2029,Tehran,s11,other,0.0369310511314712,sim
2030,Tehran,s11,other,0.0374332335986723,sim
2012,Tehran,s2,other,0.0474294529999999,sim
2013,Tehran,s2,other,0.0451473916842857,sim
2014,Tehran,s2,other,0.0433239619062993,sim
2015,Tehran,s2,other,0.043856716321542,sim
2016,Tehran,s2,other,0.0444003731384054,sim
2017,Tehran,s2,other,0.0451841584153564,sim
2018,Tehran,s2,other,0.0435332149628158,sim
2019,Tehran,s2,other,0.0400669524671372,sim
2020,Tehran,s2,other,0.0322698810240834,sim
2021,Tehran,s2,other,0.0324541895465672,sim
2022,Tehran,s2,other,0.0328685282498775,sim
2023,Tehran,s2,other,0.0342350753979552,sim
2024,Tehran,s2,other,0.0320544678691583,sim
2025,Tehran,s2,other,0.0343127839654354,sim
2026,Tehran,s2,other,0.0327585200998997,sim
2027,Tehran,s2,other,0.0328702181056352,sim
2028,Tehran,s2,other,0.0334306711721244,sim
2029,Tehran,s2,other,0.0337793205672081,sim
2030,Tehran,s2,other,0.0338595955764985,sim
2012,Tehran,s3,other,0.0474294529999999,sim
2013,Tehran,s3,other,0.0451473916842857,sim
2014,Tehran,s3,other,0.0433239619062993,sim
2015,Tehran,s3,other,0.043856716321542,sim
2016,Tehran,s3,other,0.0444003731384054,sim
2017,Tehran,s3,other,0.0451841584153564,sim
2018,Tehran,s3,other,0.0435332149628158,sim
2019,Tehran,s3,other,0.0400669524671372,sim
2020,Tehran,s3,other,0.0322698810240834,sim
2021,Tehran,s3,other,0.0324541895465672,sim
2022,Tehran,s3,other,0.0328685282498775,sim
2023,Tehran,s3,other,0.0342350753979552,sim
2024,Tehran,s3,other,0.0320544678691583,sim
2025,Tehran,s3,other,0.0343127839654354,sim
2026,Tehran,s3,other,0.0320615402332081,sim
2027,Tehran,s3,other,0.0320956917520708,sim
2028,Tehran,s3,other,0.0323060450927545,sim
2029,Tehran,s3,other,0.0323754900885789,sim
2030,Tehran,s3,other,0.032394787685153,sim
2012,Tehran,s4,other,0.0474294529999999,sim
2013,Tehran,s4,other,0.0451473916842857,sim
2014,Tehran,s4,other,0.0433239619062993,sim
2015,Tehran,s4,other,0.043856716321542,sim
2016,Tehran,s4,other,0.0444003731384054,sim
2017,Tehran,s4,other,0.0451841584153564,sim
2018,Tehran,s4,other,0.0435332149628158,sim
2019,Tehran,s4,other,0.0400669524671372,sim
2020,Tehran,s4,other,0.0322698810240834,sim
2021,Tehran,s4,other,0.0324541895465672,sim
2022,Tehran,s4,other,0.0328685282498775,sim
2023,Tehran,s4,other,0.0342350753979552,sim
2024,Tehran,s4,other,0.0316561705087104,sim
2025,Tehran,s4,other,0.0338618112138461,sim
2026,Tehran,s4,other,0.0315500430640454,sim
2027,Tehran,s4,other,0.0315914168755763,sim
2028,Tehran,s4,other,0.031725757335231,sim
2029,Tehran,s4,other,0.0317929620746098,sim
2030,Tehran,s4,other,0.0316656784327332,sim
2012,Tehran,s5,other,0.0474294529999999,sim
2013,Tehran,s5,other,0.0451473916842857,sim
2014,Tehran,s5,other,0.0433239619062993,sim
2015,Tehran,s5,other,0.043856716321542,sim
2016,Tehran,s5,other,0.0444003731384054,sim
2017,Tehran,s5,other,0.0451841584153564,sim
2018,Tehran,s5,other,0.0435332149628158,sim
2019,Tehran,s5,other,0.0400669524671372,sim
2020,Tehran,s5,other,0.0322698810240834,sim
2021,Tehran,s5,other,0.0324541895465672,sim
2022,Tehran,s5,other,0.0328685282498775,sim
2023,Tehran,s5,other,0.0342350753979552,sim
2024,Tehran,s5,other,0.0316605250380834,sim
2025,Tehran,s5,other,0.0356561426070503,sim
2026,Tehran,s5,other,0.035396565510326,sim
2027,Tehran,s5,other,0.0353739695367545,sim
2028,Tehran,s5,other,0.0354831410064193,sim
2029,Tehran,s5,other,0.0354960062843965,sim
2030,Tehran,s5,other,0.0354507621366449,sim
2012,Tehran,s6,other,0.0474294529999999,sim
2013,Tehran,s6,other,0.0451473916842857,sim
2014,Tehran,s6,other,0.0433239619062993,sim
2015,Tehran,s6,other,0.043856716321542,sim
2016,Tehran,s6,other,0.0444003731384054,sim
2017,Tehran,s6,other,0.0451841584153564,sim
2018,Tehran,s6,other,0.0435332149628158,sim
2019,Tehran,s6,other,0.0400669524671372,sim
2020,Tehran,s6,other,0.0322698810240834,sim
2021,Tehran,s6,other,0.0324541895465672,sim
2022,Tehran,s6,other,0.0328685282498775,sim
2023,Tehran,s6,other,0.0342350753979552,sim
2024,Tehran,s6,other,0.031970995957889,sim
2025,Tehran,s6,other,0.0364780971358686,sim
2026,Tehran,s6,other,0.0362661555033377,sim
2027,Tehran,s6,other,0.036271896362617,sim
2028,Tehran,s6,other,0.0363362071384633,sim
2029,Tehran,s6,other,0.0364055119732148,sim
2030,Tehran,s6,other,0.0363789524128761,sim
2012,Tehran,s7,other,0.0474294529999999,sim
2013,Tehran,s7,other,0.0451473916842857,sim
2014,Tehran,s7,other,0.0433239619062993,sim
2015,Tehran,s7,other,0.043856716321542,sim
2016,Tehran,s7,other,0.0444003731384054,sim
2017,Tehran,s7,other,0.0451841584153564,sim
2018,Tehran,s7,other,0.0435332149628158,sim
2019,Tehran,s7,other,0.0400669524671372,sim
2020,Tehran,s7,other,0.0322698810240834,sim
2021,Tehran,s7,other,0.0324541895465672,sim
2022,Tehran,s7,other,0.0328685282498775,sim
2023,Tehran,s7,other,0.0342350753979552,sim
2024,Tehran,s7,other,0.0320544678691583,sim
2025,Tehran,s7,other,0.0343127839654354,sim
2026,Tehran,s7,other,0.0319507038770566,sim
2027,Tehran,s7,other,0.0319842109204384,sim
2028,Tehran,s7,other,0.0320673378189492,sim
2029,Tehran,s7,other,0.0321364524039813,sim
2030,Tehran,s7,other,0.0320121106906471,sim
2012,Tehran,s8,other,0.0474294529999999,sim
2013,Tehran,s8,other,0.0451473916842857,sim
2014,Tehran,s8,other,0.0433239619062993,sim
2015,Tehran,s8,other,0.043856716321542,sim
2016,Tehran,s8,other,0.0444003731384054,sim
2017,Tehran,s8,other,0.0451841584153564,sim
2018,Tehran,s8,other,0.0435332149628158,sim
2019,Tehran,s8,other,0.0400669524671372,sim
2020,Tehran,s8,other,0.0322698810240834,sim
2021,Tehran,s8,other,0.0324541895465672,sim
2022,Tehran,s8,other,0.0328685282498775,sim
2023,Tehran,s8,other,0.0342350753979552,sim
2024,Tehran,s8,other,0.0315654741383548,sim
2025,Tehran,s8,other,0.035890672832591,sim
2026,Tehran,s8,other,0.0360300018946464,sim
2027,Tehran,s8,other,0.0360474283417357,sim
2028,Tehran,s8,other,0.0364325711264704,sim
2029,Tehran,s8,other,0.0365007677756446,sim
2030,Tehran,s8,other,0.0366650233817779,sim
2012,Tehran,s9,other,0.0474294529999999,sim
2013,Tehran,s9,other,0.0451473916842857,sim
2014,Tehran,s9,other,0.0433239619062993,sim
2015,Tehran,s9,other,0.043856716321542,sim
2016,Tehran,s9,other,0.0444003731384054,sim
2017,Tehran,s9,other,0.0451841584153564,sim
2018,Tehran,s9,other,0.0435332149628158,sim
2019,Tehran,s9,other,0.0400669524671372,sim
2020,Tehran,s9,other,0.0322698810240834,sim
2021,Tehran,s9,other,0.0324541895465672,sim
2022,Tehran,s9,other,0.0328685282498775,sim
2023,Tehran,s9,other,0.0342350753979552,sim
2024,Tehran,s9,other,0.0314526335473048,sim
2025,Tehran,s9,other,0.0353573013382374,sim
2026,Tehran,s9,other,0.0359841066611233,sim
2027,Tehran,s9,other,0.0360868565201724,sim
2028,Tehran,s9,other,0.0367600055986856,sim
2029,Tehran,s9,other,0.0370519055929775,sim
2030,Tehran,s9,other,0.0373457201208431,sim
2012,Tehran,obs,taxi,0.229930822,obs
2013,Tehran,obs,taxi,0.222078375,obs
2014,Tehran,obs,taxi,0.217272138,obs
2015,Tehran,obs,taxi,0.224921278,obs
2016,Tehran,obs,taxi,0.220295056,obs
2017,Tehran,obs,taxi,0.181944721,obs
2018,Tehran,obs,taxi,0.18314836,obs
2019,Tehran,obs,taxi,0.178384573,obs
2020,Tehran,obs,taxi,0.178160344,obs
2021,Tehran,obs,taxi,0.180849995,obs
2022,Tehran,obs,taxi,0.199476123,obs
2023,Tehran,obs,taxi,0.198348772,obs
2012,Tehran,s0,taxi,0.229930822,sim
2013,Tehran,s0,taxi,0.2170760523127515,sim
2014,Tehran,s0,taxi,0.2210628327611417,sim
2015,Tehran,s0,taxi,0.2228472372298137,sim
2016,Tehran,s0,taxi,0.2073404731641872,sim
2017,Tehran,s0,taxi,0.1844560582481287,sim
2018,Tehran,s0,taxi,0.1790932580789001,sim
2019,Tehran,s0,taxi,0.1780906984303525,sim
2020,Tehran,s0,taxi,0.1766651975940266,sim
2021,Tehran,s0,taxi,0.1915713436158842,sim
2022,Tehran,s0,taxi,0.1986289949378572,sim
2023,Tehran,s0,taxi,0.1960809339812698,sim
2024,Tehran,s0,taxi,0.1912124285066799,sim
2025,Tehran,s0,taxi,0.192752075308273,sim
2026,Tehran,s0,taxi,0.1923976997628339,sim
2027,Tehran,s0,taxi,0.1925310884651452,sim
2028,Tehran,s0,taxi,0.1927277671828818,sim
2029,Tehran,s0,taxi,0.1927487582398492,sim
2030,Tehran,s0,taxi,0.1928623967636336,sim
2012,Tehran,s1,taxi,0.229930822,sim
2013,Tehran,s1,taxi,0.2170760523127515,sim
2014,Tehran,s1,taxi,0.2210628327611417,sim
2015,Tehran,s1,taxi,0.2228472372298137,sim
2016,Tehran,s1,taxi,0.2073404731641872,sim
2017,Tehran,s1,taxi,0.1844560582481287,sim
2018,Tehran,s1,taxi,0.1790932580789001,sim
2019,Tehran,s1,taxi,0.1780906984303525,sim
2020,Tehran,s1,taxi,0.1766651975940266,sim
2021,Tehran,s1,taxi,0.1915713436158842,sim
2022,Tehran,s1,taxi,0.1986289949378572,sim
2023,Tehran,s1,taxi,0.1960809339812698,sim
2024,Tehran,s1,taxi,0.1912124285066799,sim
2025,Tehran,s1,taxi,0.192752075308273,sim
2026,Tehran,s1,taxi,0.193293282822042,sim
2027,Tehran,s1,taxi,0.1930804080790796,sim
2028,Tehran,s1,taxi,0.194232548782728,sim
2029,Tehran,s1,taxi,0.1942507920817697,sim
2030,Tehran,s1,taxi,0.1948015269624129,sim
2012,Tehran,s10,taxi,0.229930822,sim
2013,Tehran,s10,taxi,0.2170760523127515,sim
2014,Tehran,s10,taxi,0.2210628327611417,sim
2015,Tehran,s10,taxi,0.2228472372298137,sim
2016,Tehran,s10,taxi,0.2073404731641872,sim
2017,Tehran,s10,taxi,0.1844560582481287,sim
2018,Tehran,s10,taxi,0.1790932580789001,sim
2019,Tehran,s10,taxi,0.1780906984303525,sim
2020,Tehran,s10,taxi,0.1766651975940266,sim
2021,Tehran,s10,taxi,0.1915713436158842,sim
2022,Tehran,s10,taxi,0.1986289949378572,sim
2023,Tehran,s10,taxi,0.1960809339812698,sim
2024,Tehran,s10,taxi,0.1861729439173603,sim
2025,Tehran,s10,taxi,0.1939932727389162,sim
2026,Tehran,s10,taxi,0.1934118922536995,sim
2027,Tehran,s10,taxi,0.193243139055837,sim
2028,Tehran,s10,taxi,0.1935255423759852,sim
2029,Tehran,s10,taxi,0.193476058855932,sim
2030,Tehran,s10,taxi,0.1936832154861325,sim
2012,Tehran,s11,taxi,0.229930822,sim
2013,Tehran,s11,taxi,0.2170760523127515,sim
2014,Tehran,s11,taxi,0.2210628327611417,sim
2015,Tehran,s11,taxi,0.2228472372298137,sim
2016,Tehran,s11,taxi,0.2073404731641872,sim
2017,Tehran,s11,taxi,0.1844560582481287,sim
2018,Tehran,s11,taxi,0.1790932580789001,sim
2019,Tehran,s11,taxi,0.1780906984303525,sim
2020,Tehran,s11,taxi,0.1766651975940266,sim
2021,Tehran,s11,taxi,0.1915713436158842,sim
2022,Tehran,s11,taxi,0.1986289949378572,sim
2023,Tehran,s11,taxi,0.1960809339812698,sim
2024,Tehran,s11,taxi,0.1885111467764779,sim
2025,Tehran,s11,taxi,0.1969960381132294,sim
2026,Tehran,s11,taxi,0.1971259116961984,sim
2027,Tehran,s11,taxi,0.1966278680590781,sim
2028,Tehran,s11,taxi,0.1972512765948857,sim
2029,Tehran,s11,taxi,0.1972488093457433,sim
2030,Tehran,s11,taxi,0.1978127497897677,sim
2012,Tehran,s2,taxi,0.229930822,sim
2013,Tehran,s2,taxi,0.2170760523127515,sim
2014,Tehran,s2,taxi,0.2210628327611417,sim
2015,Tehran,s2,taxi,0.2228472372298137,sim
2016,Tehran,s2,taxi,0.2073404731641872,sim
2017,Tehran,s2,taxi,0.1844560582481287,sim
2018,Tehran,s2,taxi,0.1790932580789001,sim
2019,Tehran,s2,taxi,0.1780906984303525,sim
2020,Tehran,s2,taxi,0.1766651975940266,sim
2021,Tehran,s2,taxi,0.1915713436158842,sim
2022,Tehran,s2,taxi,0.1986289949378572,sim
2023,Tehran,s2,taxi,0.1960809339812698,sim
2024,Tehran,s2,taxi,0.1912124285066799,sim
2025,Tehran,s2,taxi,0.192752075308273,sim
2026,Tehran,s2,taxi,0.1930227701377481,sim
2027,Tehran,s2,taxi,0.1930018224479477,sim
2028,Tehran,s2,taxi,0.1937735465784091,sim
2029,Tehran,s2,taxi,0.1939816631233031,sim
2030,Tehran,s2,taxi,0.1979446006797368,sim
2012,Tehran,s3,taxi,0.229930822,sim
2013,Tehran,s3,taxi,0.2170760523127515,sim
2014,Tehran,s3,taxi,0.2210628327611417,sim
2015,Tehran,s3,taxi,0.2228472372298137,sim
2016,Tehran,s3,taxi,0.2073404731641872,sim
2017,Tehran,s3,taxi,0.1844560582481287,sim
2018,Tehran,s3,taxi,0.1790932580789001,sim
2019,Tehran,s3,taxi,0.1780906984303525,sim
2020,Tehran,s3,taxi,0.1766651975940266,sim
2021,Tehran,s3,taxi,0.1915713436158842,sim
2022,Tehran,s3,taxi,0.1986289949378572,sim
2023,Tehran,s3,taxi,0.1960809339812698,sim
