year,area,scenario,mode,value,series
2018,Region12,s6,other,0.0626214400460267,sim
2019,Region12,s6,other,0.0639686845347392,sim
2020,Region12,s6,other,0.0612174129525873,sim
2021,Region12,s6,other,0.0582473599986881,sim
2022,Region12,s6,other,0.0575595381899747,sim
2023,Region12,s6,other,0.0597953875029027,sim
2024,Region12,s6,other,0.0605767783975071,sim
2025,Region12,s6,other,0.0605843616022989,sim
2026,Region12,s6,other,0.0602685514524573,sim
2027,Region12,s6,other,0.0602583755157277,sim
2028,Region12,s6,other,0.0602795702630727,sim
2029,Region12,s6,other,0.0602230286248118,sim
2030,Region12,s6,other,0.0601663238679767,sim
2012,Region12,s7,other,0.055,sim
2013,Region12,s7,other,0.0566906747571474,sim
2014,Region12,s7,other,0.0553521771555747,sim
2015,Region12,s7,other,0.054843717940288,sim
2016,Region12,s7,other,0.061012500948858,sim
2017,Region12,s7,other,0.064160049113083,sim
2018,Region12,s7,other,0.0626214400460267,sim
2019,Region12,s7,other,0.0639686845347392,sim
2020,Region12,s7,other,0.0612174129525873,sim
2021,Region12,s7,other,0.0582473599986881,sim
2022,Region12,s7,other,0.0575595381899747,sim
2023,Region12,s7,other,0.0597953875029027,sim
2024,Region12,s7,other,0.0608772093621713,sim
2025,Region12,s7,other,0.0609885533458014,sim
2026,Region12,s7,other,0.0607217857000192,sim
2027,Region12,s7,other,0.0606291475829524,sim
2028,Region12,s7,other,0.0606116431401806,sim
2029,Region12,s7,other,0.0605758719000202,sim
2030,Region12,s7,other,0.0605404138145562,sim
2012,Region12,s8,other,0.055,sim
2013,Region12,s8,other,0.0566906747571474,sim
2014,Region12,s8,other,0.0553521771555747,sim
2015,Region12,s8,other,0.054843717940288,sim
2016,Region12,s8,other,0.061012500948858,sim
2017,Region12,s8,other,0.064160049113083,sim
2018,Region12,s8,other,0.0626214400460267,sim
2019,Region12,s8,other,0.0639686845347392,sim
2020,Region12,s8,other,0.0612174129525873,sim
2021,Region12,s8,other,0.0582473599986881,sim
2022,Region12,s8,other,0.0575595381899747,sim
2023,Region12,s8,other,0.0597953875029027,sim
2024,Region12,s8,other,0.0591197408991819,sim
2025,Region12,s8,other,0.0589108544026868,sim
2026,Region12,s8,other,0.0586869048912047,sim
2027,Region12,s8,other,0.0585959807624528,sim
2028,Region12,s8,other,0.0589354263102825,sim
2029,Region12,s8,other,0.0589711995595061,sim
2030,Region12,s8,other,0.0590922660432232,sim
2012,Region12,s9,other,0.055,sim
2013,Region12,s9,other,0.0566906747571474,sim
2014,Region12,s9,other,0.0553521771555747,sim
2015,Region12,s9,other,0.054843717940288,sim
2016,Region12,s9,other,0.061012500948858,sim
2017,Region12,s9,other,0.064160049113083,sim
2018,Region12,s9,other,0.0626214400460267,sim
2019,Region12,s9,other,0.0639686845347392,sim
2020,Region12,s9,other,0.0612174129525873,sim
2021,Region12,s9,other,0.0582473599986881,sim
2022,Region12,s9,other,0.0575595381899747,sim
2023,Region12,s9,other,0.0597953875029027,sim
2024,Region12,s9,other,0.0587120000692518,sim
2025,Region12,s9,other,0.0606540210124478,sim
2026,Region12,s9,other,0.0619087900535352,sim
2027,Region12,s9,other,0.0622916778503801,sim
2028,Region12,s9,other,0.0628487264485752,sim
2029,Region12,s9,other,0.0631294306873396,sim
2030,Region12,s9,other,0.063320375796291,sim
2012,Region12,obs,taxi,0.156,obs
2013,Region12,obs,taxi,0.139,obs
2014,Region12,obs,taxi,0.14,obs
2015,Region12,obs,taxi,0.137,obs
2016,Region12,obs,taxi,0.185,obs
2017,Region12,obs,taxi,0.196,obs
2018,Region12,obs,taxi,0.184,obs
2019,Region12,obs,taxi,0.189,obs
2020,Region12,obs,taxi,0.196,obs
2021,Region12,obs,taxi,0.188,obs
2022,Region12,obs,taxi,0.173,obs
2023,Region12,obs,taxi,0.169,obs
2012,Region12,s0,taxi,0.156,sim
2013,Region12,s0,taxi,0.1369126744094907,sim
2014,Region12,s0,taxi,0.1360005675012111,sim
2015,Region12,s0,taxi,0.1368757266421709,sim
2016,Region12,s0,taxi,0.161704216184413,sim
2017,Region12,s0,taxi,0.1740389905310171,sim
2018,Region12,s0,taxi,0.1832229926068334,sim
2019,Region12,s0,taxi,0.1849317616035556,sim
2020,Region12,s0,taxi,0.1881518045801198,sim
2021,Region12,s0,taxi,0.1850261909792842,sim
2022,Region12,s0,taxi,0.1761063871197254,sim
2023,Region12,s0,taxi,0.1707399787434023,sim
2024,Region12,s0,taxi,0.1696551969536661,sim
2025,Region12,s0,taxi,0.1748284853531676,sim
2026,Region12,s0,taxi,0.1777507089756861,sim
2027,Region12,s0,taxi,0.1792686346098505,sim
2028,Region12,s0,taxi,0.1799951720591658,sim
2029,Region12,s0,taxi,0.1797301944878913,sim
2030,Region12,s0,taxi,0.1794849200753967,sim
2012,Region12,s1,taxi,0.156,sim
2013,Region12,s1,taxi,0.1369126744094907,sim
2014,Region12,s1,taxi,0.1360005675012111,sim
2015,Region12,s1,taxi,0.1368757266421709,sim
2016,Region12,s1,taxi,0.161704216184413,sim
2017,Region12,s1,taxi,0.1740389905310171,sim
2018,Region12,s1,taxi,0.1832229926068334,sim
2019,Region12,s1,taxi,0.1849317616035556,sim
2020,Region12,s1,taxi,0.1881518045801198,sim
2021,Region12,s1,taxi,0.1850261909792842,sim
2022,Region12,s1,taxi,0.1761063871197254,sim
2023,Region12,s1,taxi,0.1707399787434023,sim
2024,Region12,s1,taxi,0.1696551969536661,sim
2025,Region12,s1,taxi,0.1748284853531676,sim
2026,Region12,s1,taxi,0.1777275626862361,sim
2027,Region12,s1,taxi,0.1792417671908387,sim
2028,Region12,s1,taxi,0.1799516399087231,sim
2029,Region12,s1,taxi,0.1796777981537985,sim
2030,Region12,s1,taxi,0.1794165799418082,sim
2012,Region12,s10,taxi,0.156,sim
2013,Region12,s10,taxi,0.1369126744094907,sim
2014,Region12,s10,taxi,0.1360005675012111,sim
2015,Region12,s10,taxi,0.1368757266421709,sim
2016,Region12,s10,taxi,0.161704216184413,sim
2017,Region12,s10,taxi,0.1740389905310171,sim
2018,Region12,s10,taxi,0.1832229926068334,sim
2019,Region12,s10,taxi,0.1849317616035556,sim
2020,Region12,s10,taxi,0.1881518045801198,sim
2021,Region12,s10,taxi,0.1850261909792842,sim
2022,Region12,s10,taxi,0.1761063871197254,sim
2023,Region12,s10,taxi,0.1707399787434023,sim
2024,Region12,s10,taxi,0.1610901320980041,sim
2025,Region12,s10,taxi,0.1624621308733918,sim
2026,Region12,s10,taxi,0.1634886066332389,sim
2027,Region12,s10,taxi,0.1640152827700348,sim
2028,Region12,s10,taxi,0.1646326467508329,sim
2029,Region12,s10,taxi,0.1658539148384382,sim
2030,Region12,s10,taxi,0.1663640213322566,sim
2012,Region12,s11,taxi,0.156,sim
2013,Region12,s11,taxi,0.1369126744094907,sim
2014,Region12,s11,taxi,0.1360005675012111,sim
2015,Region12,s11,taxi,0.1368757266421709,sim
2016,Region12,s11,taxi,0.161704216184413,sim
2017,Region12,s11,taxi,0.1740389905310171,sim
2018,Region12,s11,taxi,0.1832229926068334,sim
2019,Region12,s11,taxi,0.1849317616035556,sim
2020,Region12,s11,taxi,0.1881518045801198,sim
2021,Region12,s11,taxi,0.1850261909792842,sim
2022,Region12,s11,taxi,0.1761063871197254,sim
2023,Region12,s11,taxi,0.1707399787434023,sim
2024,Region12,s11,taxi,0.1649641246130084,sim
2025,Region12,s11,taxi,0.1687524536623963,sim
2026,Region12,s11,taxi,0.1698437340793983,sim
2027,Region12,s11,taxi,0.1704018955919219,sim
2028,Region12,s11,taxi,0.1698168953430613,sim
2029,Region12,s11,taxi,0.1690560683127454,sim
2030,Region12,s11,taxi,0.1684006384396007,sim
2012,Region12,s2,taxi,0.156,sim
2013,Region12,s2,taxi,0.1369126744094907,sim
2014,Region12,s2,taxi,0.1360005675012111,sim
2015,Region12,s2,taxi,0.1368757266421709,sim
2016,Region12,s2,taxi,0.161704216184413,sim
2017,Region12,s2,taxi,0.1740389905310171,sim
2018,Region12,s2,taxi,0.1832229926068334,sim
2019,Region12,s2,taxi,0.1849317616035556,sim
2020,Region12,s2,taxi,0.1881518045801198,sim
2021,Region12,s2,taxi,0.1850261909792842,sim
2022,Region12,s2,taxi,0.1761063871197254,sim
2023,Region12,s2,taxi,0.1707399787434023,sim
2024,Region12,s2,taxi,0.1696551969536661,sim
2025,Region12,s2,taxi,0.1748284853531676,sim
2026,Region12,s2,taxi,0.1764490754325051,sim
2027,Region12,s2,taxi,0.1775687426722466,sim
2028,Region12,s2,taxi,0.1772175692780812,sim
2029,Region12,s2,taxi,0.1761851578482016,sim
2030,Region12,s2,taxi,0.1750627165194274,sim
2012,Region12,s3,taxi,0.156,sim
2013,Region12,s3,taxi,0.1369126744094907,sim
2014,Region12,s3,taxi,0.1360005675012111,sim
2015,Region12,s3,taxi,0.1368757266421709,sim
2016,Region12,s3,taxi,0.161704216184413,sim
2017,Region12,s3,taxi,0.1740389905310171,sim
2018,Region12,s3,taxi,0.1832229926068334,sim
2019,Region12,s3,taxi,0.1849317616035556,sim
2020,Region12,s3,taxi,0.1881518045801198,sim
2021,Region12,s3,taxi,0.1850261909792842,sim
2022,Region12,s3,taxi,0.1761063871197254,sim
2023,Region12,s3,taxi,0.1707399787434023,sim
2024,Region12,s3,taxi,0.1696551969536661,sim
2025,Region12,s3,taxi,0.1748284853531676,sim
2026,Region12,s3,taxi,0.1779434187444162,sim
2027,Region12,s3,taxi,0.1795159649435639,sim
2028,Region12,s3,taxi,0.1804731661785087,sim
2029,Region12,s3,taxi,0.1802736570221068,sim
2030,Region12,s3,taxi,0.1802677591759977,sim
2012,Region12,s4,taxi,0.156,sim
2013,Region12,s4,taxi,0.1369126744094907,sim
2014,Region12,s4,taxi,0.1360005675012111,sim
2015,Region12,s4,taxi,0.1368757266421709,sim
2016,Region12,s4,taxi,0.161704216184413,sim
2017,Region12,s4,taxi,0.1740389905310171,sim
2018,Region12,s4,taxi,0.1832229926068334,sim
2019,Region12,s4,taxi,0.1849317616035556,sim
2020,Region12,s4,taxi,0.1881518045801198,sim
2021,Region12,s4,taxi,0.1850261909792842,sim
2022,Region12,s4,taxi,0.1761063871197254,sim
2023,Region12,s4,taxi,0.1707399787434023,sim
2024,Region12,s4,taxi,0.165411548207473,sim
2025,Region12,s4,taxi,0.1691429157879037,sim
2026,Region12,s4,taxi,0.1715962669773642,sim
2027,Region12,s4,taxi,0.1729843602658292,sim
2028,Region12,s4,taxi,0.1741889793082847,sim
2029,Region12,s4,taxi,0.174065565143159,sim
2030,Region12,s4,taxi,0.1738577945777989,sim
2012,Region12,s5,taxi,0.156,sim
2013,Region12,s5,taxi,0.1369126744094907,sim
2014,Region12,s5,taxi,0.1360005675012111,sim
2015,Region12,s5,taxi,0.1368757266421709,sim
2016,Region12,s5,taxi,0.161704216184413,sim
2017,Region12,s5,taxi,0.1740389905310171,sim
2018,Region12,s5,taxi,0.1832229926068334,sim
2019,Region12,s5,taxi,0.1849317616035556,sim
2020,Region12,s5,taxi,0.1881518045801198,sim
2021,Region12,s5,taxi,0.1850261909792842,sim
2022,Region12,s5,taxi,0.1761063871197254,sim
2023,Region12,s5,taxi,0.1707399787434023,sim
2024,Region12,s5,taxi,0.165439257631585,sim
2025,Region12,s5,taxi,0.1694162372664629,sim
2026,Region12,s5,taxi,0.1714356318996605,sim
2027,Region12,s5,taxi,0.1722941910265413,sim
2028,Region12,s5,taxi,0.1723718227450177,sim
2029,Region12,s5,taxi,0.1720909857007717,sim
2030,Region12,s5,taxi,0.1718513820913352,sim
2012,Region12,s6,taxi,0.156,sim
2013,Region12,s6,taxi,0.1369126744094907,sim
2014,Region12,s6,taxi,0.1360005675012111,sim
2015,Region12,s6,taxi,0.1368757266421709,sim
2016,Region12,s6,taxi,0.161704216184413,sim
2017,Region12,s6,taxi,0.1740389905310171,sim
2018,Region12,s6,taxi,0.1832229926068334,sim
2019,Region12,s6,taxi,0.1849317616035556,sim
2020,Region12,s6,taxi,0.1881518045801198,sim
2021,Region12,s6,taxi,0.1850261909792842,sim
2022,Region12,s6,taxi,0.1761063871197254,sim
2023,Region12,s6,taxi,0.1707399787434023,sim
2024,Region12,s6,taxi,0.1687739380007055,sim
2025,Region12,s6,taxi,0.1735937686554281,sim
2026,Region12,s6,taxi,0.1763348157293107,sim
2027,Region12,s6,taxi,0.1777298761117421,sim
2028,Region12,s6,taxi,0.1782751495881495,sim
2029,Region12,s6,taxi,0.1779209784327147,sim
2030,Region12,s6,taxi,0.1776133085529983,sim
2012,Region12,s7,taxi,0.156,sim
2013,Region12,s7,taxi,0.1369126744094907,sim
2014,Region12,s7,taxi,0.1360005675012111,sim
2015,Region12,s7,taxi,0.1368757266421709,sim
2016,Region12,s7,taxi,0.161704216184413,sim
2017,Region12,s7,taxi,0.1740389905310171,sim
2018,Region12,s7,taxi,0.1832229926068334,sim
2019,Region12,s7,taxi,0.1849317616035556,sim
2020,Region12,s7,taxi,0.1881518045801198,sim
2021,Region12,s7,taxi,0.1850261909792842,sim
2022,Region12,s7,taxi,0.1761063871197254,sim
2023,Region12,s7,taxi,0.1707399787434023,sim
2024,Region12,s7,taxi,0.1696551969536661,sim
2025,Region12,s7,taxi,0.1748284853531676,sim
2026,Region12,s7,taxi,0.1777507089756861,sim
2027,Region12,s7,taxi,0.1792686346098505,sim
2028,Region12,s7,taxi,0.1799951720591658,sim
2029,Region12,s7,taxi,0.1797301944878913,sim
2030,Region12,s7,taxi,0.1794849200753967,sim
2012,Region12,s8,taxi,0.156,sim
2013,Region12,s8,taxi,0.1369126744094907,sim
2014,Region12,s8,taxi,0.1360005675012111,sim
2015,Region12,s8,taxi,0.1368757266421709,sim
2016,Region12,s8,taxi,0.161704216184413,sim
2017,Region12,s8,taxi,0.1740389905310171,sim
2018,Region12,s8,taxi,0.1832229926068334,sim
2019,Region12,s8,taxi,0.1849317616035556,sim
2020,Region12,s8,taxi,0.1881518045801198,sim
2021,Region12,s8,taxi,0.1850261909792842,sim
2022,Region12,s8,taxi,0.1761063871197254,sim
2023,Region12,s8,taxi,0.1707399787434023,sim
2024,Region12,s8,taxi,0.1644999866068016,sim
2025,Region12,s8,taxi,0.166494609004457,sim
2026,Region12,s8,taxi,0.1694640347286981,sim
2027,Region12,s8,taxi,0.1711788649621221,sim
2028,Region12,s8,taxi,0.1725320110245753,sim
2029,Region12,s8,taxi,0.1724476446445648,sim
2030,Region12,s8,taxi,0.1722786067252565,sim
2012,Region12,s9,taxi,0.156,sim
2013,Region12,s9,taxi,0.1369126744094907,sim
2014,Region12,s9,taxi,0.1360005675012111,sim
2015,Region12,s9,taxi,0.1368757266421709,sim
2016,Region12,s9,taxi,0.161704216184413,sim
2017,Region12,s9,taxi,0.1740389905310171,sim
2018,Region12,s9,taxi,0.1832229926068334,sim
2019,Region12,s9,taxi,0.1849317616035556,sim
2020,Region12,s9,taxi,0.1881518045801198,sim
2021,Region12,s9,taxi,0.1850261909792842,sim
2022,Region12,s9,taxi,0.1761063871197254,sim
2023,Region12,s9,taxi,0.1707399787434023,sim
2024,Region12,s9,taxi,0.1633039539100217,sim
2025,Region12,s9,taxi,0.1652306552240861,sim
2026,Region12,s9,taxi,0.1666571388148372,sim
2027,Region12,s9,taxi,0.1677042102998085,sim
2028,Region12,s9,taxi,0.1675338707741633,sim
2029,Region12,s9,taxi,0.1667572567370242,sim
2030,Region12,s9,taxi,0.1657671080636317,sim
2012,Tehran,obs,bus,0.191111332,obs
2013,Tehran,obs,bus,0.19917343,obs
2014,Tehran,obs,bus,0.196342253,obs
2015,Tehran,obs,bus,0.193932124,obs
2016,Tehran,obs,bus,0.09569378,obs
2017,Tehran,obs,bus,0.080532909,obs
2018,Tehran,obs,bus,0.076643607,obs
2019,Tehran,obs,bus,0.06975933,obs
2020,Tehran,obs,bus,0.034030628,obs
2021,Tehran,obs,bus,0.034160555,obs
2022,Tehran,obs,bus,0.035260931,obs
2023,Tehran,obs,bus,0.039267016,obs
2012,Tehran,s0,bus,0.191111332,sim
2013,Tehran,s0,bus,0.2061320912326127,sim
2014,Tehran,s0,bus,0.15354529018494,sim
2015,Tehran,s0,bus,0.1460960204274219,sim
2016,Tehran,s0,bus,0.0852554037740843,sim
2017,Tehran,s0,bus,0.0729197214616255,sim
2018,Tehran,s0,bus,0.0674947061702813,sim
2019,Tehran,s0,bus,0.0594697385175726,sim
2020,Tehran,s0,bus,0.035682879821833,sim
2021,Tehran,s0,bus,0.0358995128845886,sim
2022,Tehran,s0,bus,0.0370679742778034,sim
2023,Tehran,s0,bus,0.0409458672008389,sim
2024,Tehran,s0,bus,0.0363001364347659,sim
2025,Tehran,s0,bus,0.0410611787543168,sim
2026,Tehran,s0,bus,0.0359978826300293,sim
2027,Tehran,s0,bus,0.0359483397338562,sim
2028,Tehran,s0,bus,0.0368817370288705,sim
2029,Tehran,s0,bus,0.0368833608167402,sim
2030,Tehran,s0,bus,0.0365891798483175,sim
2012,Tehran,s1,bus,0.191111332,sim
2013,Tehran,s1,bus,0.2061320912326127,sim
2014,Tehran,s1,bus,0.15354529018494,sim
2015,Tehran,s1,bus,0.1460960204274219,sim
2016,Tehran,s1,bus,0.0852554037740843,sim
2017,Tehran,s1,bus,0.0729197214616255,sim
2018,Tehran,s1,bus,0.0674947061702813,sim
2019,Tehran,s1,bus,0.0594697385175726,sim
2020,Tehran,s1,bus,0.035682879821833,sim
2021,Tehran,s1,bus,0.0358995128845886,sim
2022,Tehran,s1,bus,0.0370679742778034,sim
2023,Tehran,s1,bus,0.0409458672008389,sim
2024,Tehran,s1,bus,0.0363001364347659,sim
2025,Tehran,s1,bus,0.0410611787543168,sim
2026,Tehran,s1,bus,0.0364225889092466,sim
2027,Tehran,s1,bus,0.0409548928918444,sim
2028,Tehran,s1,bus,0.0376117567916887,sim
2029,Tehran,s1,bus,0.0376128617413818,sim
2030,Tehran,s1,bus,0.0375294141613552,sim
2012,Tehran,s10,bus,0.191111332,sim
2013,Tehran,s10,bus,0.2061320912326127,sim
2014,Tehran,s10,bus,0.15354529018494,sim
2015,Tehran,s10,bus,0.1460960204274219,sim
2016,Tehran,s10,bus,0.0852554037740843,sim
2017,Tehran,s10,bus,0.0729197214616255,sim
2018,Tehran,s10,bus,0.0674947061702813,sim
2019,Tehran,s10,bus,0.0594697385175726,sim
2020,Tehran,s10,bus,0.035682879821833,sim
2021,Tehran,s10,bus,0.0358995128845886,sim
2022,Tehran,s10,bus,0.0370679742778034,sim
2023,Tehran,s10,bus,0.0409458672008389,sim
2024,Tehran,s10,bus,0.0422346378802006,sim
2025,Tehran,s10,bus,0.0662245114054536,sim
2026,Tehran,s10,bus,0.0663513967492235,sim
2027,Tehran,s10,bus,0.0674058368467044,sim
2028,Tehran,s10,bus,0.0694336409462002,sim
2029,Tehran,s10,bus,0.0694112939142492,sim
2030,Tehran,s10,bus,0.0693703095404415,sim
2012,Tehran,s11,bus,0.191111332,sim
2013,Tehran,s11,bus,0.2061320912326127,sim
2014,Tehran,s11,bus,0.15354529018494,sim
2015,Tehran,s11,bus,0.1460960204274219,sim
2016,Tehran,s11,bus,0.0852554037740843,sim
2017,Tehran,s11,bus,0.0729197214616255,sim
2018,Tehran,s11,bus,0.0674947061702813,sim
2019,Tehran,s11,bus,0.0594697385175726,sim
2020,Tehran,s11,bus,0.035682879821833,sim
2021,Tehran,s11,bus,0.0358995128845886,sim
2022,Tehran,s11,bus,0.0370679742778034,sim
2023,Tehran,s11,bus,0.0409458672008389,sim
2024,Tehran,s11,bus,0.0399674614571466,sim
2025,Tehran,s11,bus,0.0628169767110083,sim
2026,Tehran,s11,bus,0.0648024525200285,sim
2027,Tehran,s11,bus,0.0676081570595708,sim
2028,Tehran,s11,bus,0.0697991589564654,sim
2029,Tehran,s11,bus,0.0701297266827223,sim
2030,Tehran,s11,bus,0.0709986577599584,sim
2012,Tehran,s2,bus,0.191111332,sim
2013,Tehran,s2,bus,0.2061320912326127,sim
2014,Tehran,s2,bus,0.15354529018494,sim
2015,Tehran,s2,bus,0.1460960204274219,sim
2016,Tehran,s2,bus,0.0852554037740843,sim
2017,Tehran,s2,bus,0.0729197214616255,sim
2018,Tehran,s2,bus,0.0674947061702813,sim
2019,Tehran,s2,bus,0.0594697385175726,sim
2020,Tehran,s2,bus,0.035682879821833,sim
2021,Tehran,s2,bus,0.0358995128845886,sim
2022,Tehran,s2,bus,0.0370679742778034,sim
2023,Tehran,s2,bus,0.0409458672008389,sim
2024,Tehran,s2,bus,0.0363001364347659,sim
2025,Tehran,s2,bus,0.0410611787543168,sim
2026,Tehran,s2,bus,0.0369113102398507,sim
2027,Tehran,s2,bus,0.0378973301812716,sim
2028,Tehran,s2,bus,0.0384563009429716,sim
2029,Tehran,s2,bus,0.0387766445081054,sim
2030,Tehran,s2,bus,0.0385865730999519,sim
2012,Tehran,s3,bus,0.191111332,sim
2013,Tehran,s3,bus,0.2061320912326127,sim
2014,Tehran,s3,bus,0.15354529018494,sim
2015,Tehran,s3,bus,0.1460960204274219,sim
2016,Tehran,s3,bus,0.0852554037740843,sim
2017,Tehran,s3,bus,0.0729197214616255,sim
2018,Tehran,s3,bus,0.0674947061702813,sim
2019,Tehran,s3,bus,0.0594697385175726,sim
2020,Tehran,s3,bus,0.035682879821833,sim
2021,Tehran,s3,bus,0.0358995128845886,sim
2022,Tehran,s3,bus,0.0370679742778034,sim
2023,Tehran,s3,bus,0.0409458672008389,sim
2024,Tehran,s3,bus,0.0363001364347659,sim
2025,Tehran,s3,bus,0.0410611787543168,sim
2026,Tehran,s3,bus,0.036123209387549,sim
2027,Tehran,s3,bus,0.0360740807100309,sim
2028,Tehran,s3,bus,0.0371574288532449,sim
2029,Tehran,s3,bus,0.0371588340165991,sim
2030,Tehran,s3,bus,0.0370283251786001,sim
2012,Tehran,s4,bus,0.191111332,sim
2013,Tehran,s4,bus,0.2061320912326127,sim
2014,Tehran,s4,bus,0.15354529018494,sim
2015,Tehran,s4,bus,0.1460960204274219,sim
2016,Tehran,s4,bus,0.0852554037740843,sim
2017,Tehran,s4,bus,0.0729197214616255,sim
2018,Tehran,s4,bus,0.0674947061702813,sim
2019,Tehran,s4,bus,0.0594697385175726,sim
2020,Tehran,s4,bus,0.035682879821833,sim
2021,Tehran,s4,bus,0.0358995128845886,sim
2022,Tehran,s4,bus,0.0370679742778034,sim
2023,Tehran,s4,bus,0.0409458672008389,sim
2024,Tehran,s4,bus,0.0398647239450606,sim
2025,Tehran,s4,bus,0.0450746452354182,sim
2026,Tehran,s4,bus,0.0395272954257947,sim
2027,Tehran,s4,bus,0.0394831984697855,sim
2028,Tehran,s4,bus,0.0401013983990408,sim
2029,Tehran,s4,bus,0.0401017075137693,sim
2030,Tehran,s4,bus,0.0397756922080184,sim
2012,Tehran,s5,bus,0.191111332,sim
2013,Tehran,s5,bus,0.2061320912326127,sim
2014,Tehran,s5,bus,0.15354529018494,sim
2015,Tehran,s5,bus,0.1460960204274219,sim
2016,Tehran,s5,bus,0.0852554037740843,sim
2017,Tehran,s5,bus,0.0729197214616255,sim
2018,Tehran,s5,bus,0.0674947061702813,sim
2019,Tehran,s5,bus,0.0594697385175726,sim
2020,Tehran,s5,bus,0.035682879821833,sim
2021,Tehran,s5,bus,0.0358995128845886,sim
2022,Tehran,s5,bus,0.0370679742778034,sim
2023,Tehran,s5,bus,0.0409458672008389,sim
2024,Tehran,s5,bus,0.0384969462614618,sim
2025,Tehran,s5,bus,0.0605380719964407,sim
2026,Tehran,s5,bus,0.0606109640522467,sim
2027,Tehran,s5,bus,0.0615632991649481,sim
2028,Tehran,s5,bus,0.0639874649630743,sim
2029,Tehran,s5,bus,0.0639706052793803,sim
2030,Tehran,s5,bus,0.0638955726736154,sim
2012,Tehran,s6,bus,0.191111332,sim
2013,Tehran,s6,bus,0.2061320912326127,sim
2014,Tehran,s6,bus,0.15354529018494,sim
2015,Tehran,s6,bus,0.1460960204274219,sim
2016,Tehran,s6,bus,0.0852554037740843,sim
2017,Tehran,s6,bus,0.0729197214616255,sim
2018,Tehran,s6,bus,0.0674947061702813,sim
2019,Tehran,s6,bus,0.0594697385175726,sim
2020,Tehran,s6,bus,0.035682879821833,sim
2021,Tehran,s6,bus,0.0358995128845886,sim
2022,Tehran,s6,bus,0.0370679742778034,sim
2023,Tehran,s6,bus,0.0409458672008389,sim
2024,Tehran,s6,bus,0.0388766298638116,sim
2025,Tehran,s6,bus,0.0639689016507536,sim
2026,Tehran,s6,bus,0.0633897216105,sim
2027,Tehran,s6,bus,0.0637957605255409,sim
2028,Tehran,s6,bus,0.0657802254377138,sim
2029,Tehran,s6,bus,0.0658965774498109,sim
2030,Tehran,s6,bus,0.0659575619143458,sim
2012,Tehran,s7,bus,0.191111332,sim
2013,Tehran,s7,bus,0.2061320912326127,sim
2014,Tehran,s7,bus,0.15354529018494,sim
2015,Tehran,s7,bus,0.1460960204274219,sim
2016,Tehran,s7,bus,0.0852554037740843,sim
2017,Tehran,s7,bus,0.0729197214616255,sim
2018,Tehran,s7,bus,0.0674947061702813,sim
2019,Tehran,s7,bus,0.0594697385175726,sim
2020,Tehran,s7,bus,0.035682879821833,sim
2021,Tehran,s7,bus,0.0358995128845886,sim
2022,Tehran,s7,bus,0.0370679742778034,sim
2023,Tehran,s7,bus,0.0409458672008389,sim
2024,Tehran,s7,bus,0.0363001364347659,sim
2025,Tehran,s7,bus,0.0410611787543168,sim
2026,Tehran,s7,bus,0.0359978826300293,sim
2027,Tehran,s7,bus,0.0359483397338562,sim
2028,Tehran,s7,bus,0.0368817370288705,sim
2029,Tehran,s7,bus,0.0368833608167402,sim
2030,Tehran,s7,bus,0.0365891798483175,sim
2012,Tehran,s8,bus,0.191111332,sim
2013,Tehran,s8,bus,0.2061320912326127,sim
2014,Tehran,s8,bus,0.15354529018494,sim
2015,Tehran,s8,bus,0.1460960204274219,sim
2016,Tehran,s8,bus,0.0852554037740843,sim
2017,Tehran,s8,bus,0.0729197214616255,sim
2018,Tehran,s8,bus,0.0674947061702813,sim
2019,Tehran,s8,bus,0.0594697385175726,sim
2020,Tehran,s8,bus,0.035682879821833,sim
2021,Tehran,s8,bus,0.0358995128845886,sim
2022,Tehran,s8,bus,0.0370679742778034,sim
2023,Tehran,s8,bus,0.0409458672008389,sim
2024,Tehran,s8,bus,0.0426900330170259,sim
2025,Tehran,s8,bus,0.0700649311820747,sim
2026,Tehran,s8,bus,0.0702037156306976,sim
2027,Tehran,s8,bus,0.0706392657852189,sim
2028,Tehran,s8,bus,0.072690959108986,sim
2029,Tehran,s8,bus,0.0727777903074322,sim
2030,Tehran,s8,bus,0.073287636931448,sim
2012,Tehran,s9,bus,0.191111332,sim
2013,Tehran,s9,bus,0.2061320912326127,sim
2014,Tehran,s9,bus,0.15354529018494,sim
2015,Tehran,s9,bus,0.1460960204274219,sim
2016,Tehran,s9,bus,0.0852554037740843,sim
2017,Tehran,s9,bus,0.0729197214616255,sim
2018,Tehran,s9,bus,0.0674947061702813,sim
2019,Tehran,s9,bus,0.0594697385175726,sim
2020,Tehran,s9,bus,0.035682879821833,sim
2021,Tehran,s9,bus,0.0358995128845886,sim
2022,Tehran,s9,bus,0.0370679742778034,sim
2023,Tehran,s9,bus,0.0409458672008389,sim
2024,Tehran,s9,bus,0.0403436747436925,sim
2025,Tehran,s9,bus,0.0633542610478092,sim
2026,Tehran,s9,bus,0.0646496654592674,sim
2027,Tehran,s9,bus,0.0671900454205609,sim
2028,Tehran,s9,bus,0.0684818063595543,sim
2029,Tehran,s9,bus,0.0689890265465969,sim
2030,Tehran,s9,bus,0.0691007628518951,sim
2012,Tehran,obs,car,0.371273578,obs
2013,Tehran,obs,car,0.369466713,obs
2014,Tehran,obs,car,0.398664474,obs
