Scenario,year,Geo,delta_display,annot,annot_mode,kpi
SC2,2027,Tehran,3.060382439465983,3.060382439465983,pct,Modal share: public transport
SC2,2028,Tehran,4.31508701527433,4.31508701527433,pct,Modal share: public transport
SC2,2029,Tehran,5.188604425781781,5.188604425781781,pct,Modal share: public transport
SC2,2030,Tehran,5.455046846864947,5.455046846864947,pct,Modal share: public transport
SC3,2024,Tehran,0.0,0.0,pct,Modal share: public transport
SC3,2025,Tehran,0.0,0.0,pct,Modal share: public transport
SC3,2026,Tehran,0.3522293883557377,0.3522293883557377,pct,Modal share: public transport
SC3,2027,Tehran,0.35376831578446155,0.35376831578446155,pct,Modal share: public transport
SC3,2028,Tehran,0.7555325007269588,0.7555325007269588,pct,Modal share: public transport
SC3,2029,Tehran,0.7549431025528517,0.7549431025528517,pct,Modal share: public transport
SC3,2030,Tehran,1.2137063903167336,1.2137063903167336,pct,Modal share: public transport
SC4,2024,Tehran,9.2406642821691,9.2406642821691,pct,Modal share: public transport
SC4,2025,Tehran,9.193001275103848,9.193001275103848,pct,Modal share: public transport
SC4,2026,Tehran,9.223835994691754,9.223835994691754,pct,Modal share: public transport
SC4,2027,Tehran,9.255577543562898,9.255577543562898,pct,Modal share: public transport
SC4,2028,Tehran,7.987194776099902,7.987194776099902,pct,Modal share: public transport
SC4,2029,Tehran,7.982424482568737,7.982424482568737,pct,Modal share: public transport
SC4,2030,Tehran,7.961440537765414,7.961440537765414,pct,Modal share: public transport
SC5,2024,Tehran,9.13963739110942,9.13963739110942,pct,Modal share: public transport
SC5,2025,Tehran,30.482149918781644,30.482149918781644,pct,Modal share: public transport
SC5,2026,Tehran,36.500732139894225,36.500732139894225,pct,Modal share: public transport
SC5,2027,Tehran,38.143045882350556,38.143045882350556,pct,Modal share: public transport
SC5,2028,Tehran,39.57352377880328,39.57352377880328,pct,Modal share: public transport
SC5,2029,Tehran,39.62447145244351,39.62447145244351,pct,Modal share: public transport
SC5,2030,Tehran,39.79104213234001,39.79104213234001,pct,Modal share: public transport
SC6,2024,Tehran,1.936583029732232,1.936583029732232,pct,Modal share: public transport
SC6,2025,Tehran,21.293868226548195,21.293868226548195,pct,Modal share: public transport
SC6,2026,Tehran,25.859530602518742,25.859530602518742,pct,Modal share: public transport
SC6,2027,Tehran,26.62540462975982,26.62540462975982,pct,Modal share: public transport
SC6,2028,Tehran,27.302828266082678,27.302828266082678,pct,Modal share: public transport
SC6,2029,Tehran,27.332998001445603,27.332998001445603,pct,Modal share: public transport
SC6,2030,Tehran,27.397925837977755,27.397925837977755,pct,Modal share: public transport
SC7,2024,Tehran,0.0,0.0,pct,Modal share: public transport
SC7,2025,Tehran,0.0,0.0,pct,Modal share: public transport
SC7,2026,Tehran,0.0,0.0,pct,Modal share: public transport
SC7,2027,Tehran,0.0,0.0,pct,Modal share: public transport
SC7,2028,Tehran,0.0,0.0,pct,Modal share: public transport
SC7,2029,Tehran,0.0,0.0,pct,Modal share: public transport
SC7,2030,Tehran,0.0,0.0,pct,Modal share: public transport
SC8,2024,Tehran,11.344857764959887,11.344857764959887,pct,Modal share: public transport
SC8,2025,Tehran,32.18518717050626,32.18518717050626,pct,Modal share: public transport
SC8,2026,Tehran,38.88661974388622,38.88661974388622,pct,Modal share: public transport
SC8,2027,Tehran,39.75192960444803,39.75192960444803,pct,Modal share: public transport
SC8,2028,Tehran,40.17036864554624,40.17036864554624,pct,Modal share: public transport
SC8,2029,Tehran,40.16585710904383,40.16585710904383,pct,Modal share: public transport
SC8,2030,Tehran,41.17490048767055,41.17490048767055,pct,Modal share: public transport
SC9,2024,Tehran,13.962806370297942,13.962806370297942,pct,Modal share: public transport
SC9,2025,Tehran,36.07507996688466,36.07507996688466,pct,Modal share: public transport
SC9,2026,Tehran,45.397602261498946,45.397602261498946,pct,Modal share: public transport
SC9,2027,Tehran,47.552692616873884,47.552692616873884,pct,Modal share: public transport
SC9,2028,Tehran,49.37534587285577,49.37534587285577,pct,Modal share: public transport
SC9,2029,Tehran,50.5808058579332,50.5808058579332,pct,Modal share: public transport
SC9,2030,Tehran,51.49395602496786,51.49395602496786,pct,Modal share: public transport
SC0,2024,Region 12,0.0,0.0,pct,PCE-weighted VKT
SC0,2025,Region 12,0.0,0.0,pct,PCE-weighted VKT
SC0,2026,Region 12,0.0,0.0,pct,PCE-weighted VKT
SC0,2027,Region 12,0.0,0.0,pct,PCE-weighted VKT
SC0,2028,Region 12,0.0,0.0,pct,PCE-weighted VKT
SC0,2029,Region 12,0.0,0.0,pct,PCE-weighted VKT
SC0,2030,Region 12,0.0,0.0,pct,PCE-weighted VKT
SC1,2024,Region 12,0.0,0.0,pct,PCE-weighted VKT
SC1,2025,Region 12,0.0,0.0,pct,PCE-weighted VKT
SC1,2026,Region 12,-1.977860848630473,-1.977860848630473,pct,PCE-weighted VKT
SC1,2027,Region 12,-2.259760380237792,-2.259760380237792,pct,PCE-weighted VKT
